Letter_ID,Issue Name,Category,Severity,Frequency,Sentiment,Letter Text,Document Style
97,Rising Energy Costs,Rising Energy Costs,Medium,Occasional,Neutral,"Dear Council,

I am writing to express my concerns regarding Rising Energy Costs. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Multi-Document
98,Rising Energy Costs,Rising Energy Costs,High,Frequent,Negative,"Dear Council,

I am writing to express my concerns regarding Rising Energy Costs. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
99,Rising Energy Costs,Rising Energy Costs,Critical,Very Frequent,Positive,"Dear Council,

I am writing to express my concerns regarding Rising Energy Costs. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Multi-Document
100,Rising Energy Costs,Rising Energy Costs,Low,Rare,Neutral,"Dear Council,

I am writing to express my concerns regarding Rising Energy Costs. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
101,Housing Quality Issues,Housing Quality Issues,Low,Rare,Positive,"Dear Council,

I am writing to express my concerns regarding Housing Quality Issues. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
102,Housing Quality Issues,Housing Quality Issues,Medium,Occasional,Neutral,"Dear Council,

I am writing to express my concerns regarding Housing Quality Issues. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Multi-Document
103,Housing Quality Issues,Housing Quality Issues,High,Frequent,Negative,"Dear Council,

I am writing to express my concerns regarding Housing Quality Issues. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
104,Housing Quality Issues,Housing Quality Issues,Critical,Very Frequent,Positive,"Dear Council,

I am writing to express my concerns regarding Housing Quality Issues. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Multi-Document
105,Housing Quality Issues,Housing Quality Issues,Low,Rare,Neutral,"Dear Council,

I am writing to express my concerns regarding Housing Quality Issues. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
106,Lack of Social Mobility,Lack of Social Mobility,Low,Rare,Positive,"Dear Council,

I am writing to express my concerns regarding Lack of Social Mobility. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
107,Lack of Social Mobility,Lack of Social Mobility,Medium,Occasional,Neutral,"Dear Council,

I am writing to express my concerns regarding Lack of Social Mobility. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Multi-Document
108,Lack of Social Mobility,Lack of Social Mobility,High,Frequent,Negative,"Dear Council,

I am writing to express my concerns regarding Lack of Social Mobility. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
109,Lack of Social Mobility,Lack of Social Mobility,Critical,Very Frequent,Positive,"Dear Council,

I am writing to express my concerns regarding Lack of Social Mobility. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Multi-Document
110,Lack of Social Mobility,Lack of Social Mobility,Low,Rare,Neutral,"Dear Council,

I am writing to express my concerns regarding Lack of Social Mobility. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
111,Climate Change Adaptation,Climate Change Adaptation,Low,Rare,Positive,"Dear Council,

I am writing to express my concerns regarding Climate Change Adaptation. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
